data,municipio,casos_novos,obitos_novos,vacinados_novos,casos_acumulados,obitos_acumulados,vacinados_acumulados
2024-11-30,Lagarto,12,1,5,1184,49,14130
2024-12-01,Lagarto,4,0,4,1188,49,14134
2024-12-02,Lagarto,15,1,4,1203,50,14138
2024-12-03,Lagarto,18,1,9,1221,51,14147
2024-12-04,Lagarto,12,0,5,1233,51,14152
2024-12-05,Lagarto,17,1,5,1250,52,14157
2024-12-06,Lagarto,10,0,9,1260,52,14166
2024-12-07,Lagarto,12,1,4,1272,53,14170
2024-12-08,Lagarto,5,0,1,1277,53,14171
2024-12-09,Lagarto,9,1,1,1286,54,14172
2024-12-10,Lagarto,3,0,13,1289,54,14185
2024-12-11,Lagarto,6,1,2,1295,55,14187
2024-12-12,Lagarto,16,1,2,1311,56,14189
2024-12-13,Lagarto,3,0,9,1314,56,14198
2024-12-14,Lagarto,14,0,3,1328,56,14201
2024-12-15,Lagarto,9,0,9,1337,56,14210
2024-12-16,Lagarto,20,0,6,1357,56,14216
2024-12-17,Lagarto,5,0,6,1362,56,14222
2024-12-18,Lagarto,14,1,2,1376,57,14224
2024-12-19,Lagarto,11,1,2,1387,58,14226
2024-12-20,Lagarto,8,1,3,1395,59,14229
2024-12-21,Lagarto,10,1,4,1405,60,14233
2024-12-22,Lagarto,7,0,6,1412,60,14239
2024-12-23,Lagarto,18,0,7,1430,60,14246
2024-12-24,Lagarto,10,1,4,1440,61,14250
2024-12-25,Lagarto,4,1,5,1444,62,14255
2024-12-26,Lagarto,15,0,4,1459,62,14259
2024-12-27,Lagarto,15,1,7,1474,63,14266
2024-12-28,Lagarto,1,1,0,1475,64,14266
2024-12-29,Lagarto,5,0,10,1480,64,14276
2024-12-30,Lagarto,8,1,8,1488,65,14284
2024-12-31,Lagarto,8,1,2,1496,66,14286
2025-01-01,Lagarto,0,0,4,1496,66,14290
2025-01-02,Lagarto,12,1,0,1508,67,14290
2025-01-03,Lagarto,13,1,5,1521,68,14295
2025-01-04,Lagarto,8,0,4,1529,68,14299
2025-01-05,Lagarto,17,1,8,1546,69,14307
2025-01-06,Lagarto,12,0,5,1558,69,14312
2025-01-07,Lagarto,1,0,4,1559,69,14316
2025-01-08,Lagarto,20,0,10,1579,69,14326
2025-01-09,Lagarto,1,1,5,1580,70,14331
2025-01-10,Lagarto,10,0,5,1590,70,14336
2025-01-11,Lagarto,16,1,3,1606,71,14339
2025-01-12,Lagarto,8,1,7,1614,72,14346
2025-01-13,Lagarto,9,0,8,1623,72,14354
2025-01-14,Lagarto,6,0,4,1629,72,14358
2025-01-15,Lagarto,21,0,3,1650,72,14361
2025-01-16,Lagarto,16,2,6,1666,74,14367
2025-01-17,Lagarto,14,1,3,1680,75,14370
2025-01-18,Lagarto,7,1,5,1687,76,14375
2025-01-19,Lagarto,13,1,5,1700,77,14380
2025-01-20,Lagarto,17,1,12,1717,78,14392
2025-01-21,Lagarto,5,0,0,1722,78,14392
2025-01-22,Lagarto,11,0,3,1733,78,14395
2025-01-23,Lagarto,5,1,2,1738,79,14397
2025-01-24,Lagarto,15,0,5,1753,79,14402
2025-01-25,Lagarto,8,1,6,1761,80,14408
2025-01-26,Lagarto,10,0,3,1771,80,14411
2025-01-27,Lagarto,8,0,0,1779,80,14411
2025-01-28,Lagarto,7,0,7,1786,80,14418
2025-01-29,Lagarto,18,0,8,1804,80,14426
2025-01-30,Lagarto,8,1,2,1812,81,14428
2025-01-31,Lagarto,9,1,1,1821,82,14429
2025-02-01,Lagarto,10,1,5,1831,83,14434
2025-02-02,Lagarto,12,1,0,1843,84,14434
2025-02-03,Lagarto,10,1,4,1853,85,14438
2025-02-04,Lagarto,17,0,9,1870,85,14447
2025-02-05,Lagarto,8,1,5,1878,86,14452
2025-02-06,Lagarto,14,1,7,1892,87,14459
2025-02-07,Lagarto,15,1,4,1907,88,14463
2025-02-08,Lagarto,10,1,9,1917,89,14472
2025-02-09,Lagarto,19,1,5,1936,90,14477
2025-02-10,Lagarto,11,0,5,1947,90,14482
2025-02-11,Lagarto,1,1,5,1948,91,14487
2025-02-12,Lagarto,13,0,11,1961,91,14498
2025-02-13,Lagarto,4,0,4,1965,91,14502
2025-02-14,Lagarto,11,0,3,1976,91,14505
2025-02-15,Lagarto,13,0,6,1989,91,14511
2025-02-16,Lagarto,6,1,5,1995,92,14516
2025-02-17,Lagarto,9,1,3,2004,93,14519
2025-02-18,Lagarto,0,0,5,2004,93,14524
2025-02-19,Lagarto,10,0,5,2014,93,14529
2025-02-20,Lagarto,17,1,4,2031,94,14533
2025-02-21,Lagarto,14,1,8,2045,95,14541
2025-02-22,Lagarto,9,0,1,2054,95,14542
2025-02-23,Lagarto,11,0,5,2065,95,14547
2025-02-24,Lagarto,10,1,1,2075,96,14548
2025-02-25,Lagarto,15,0,6,2090,96,14554
2025-02-26,Lagarto,12,0,1,2102,96,14555
2025-02-27,Lagarto,8,0,5,2110,96,14560
2025-02-28,Lagarto,11,0,2,2121,96,14562
2025-03-01,Lagarto,14,1,6,2135,97,14568
2025-03-02,Lagarto,8,1,1,2143,98,14569
2025-03-03,Lagarto,13,1,6,2156,99,14575
2025-03-04,Lagarto,8,0,5,2164,99,14580
2025-03-05,Lagarto,8,0,2,2172,99,14582
2025-03-06,Lagarto,14,1,5,2186,100,14587
2025-03-07,Lagarto,0,1,5,2186,101,14592
2025-03-08,Lagarto,18,0,0,2204,101,14592
2025-03-09,Lagarto,12,1,8,2216,102,14600
2025-03-10,Lagarto,12,0,7,2228,102,14607
2025-03-11,Lagarto,16,0,6,2244,102,14613
2025-03-12,Lagarto,10,0,12,2254,102,14625
2025-03-13,Lagarto,6,1,0,2260,103,14625
2025-03-14,Lagarto,16,1,5,2276,104,14630
2025-03-15,Lagarto,8,1,5,2284,105,14635
2025-03-16,Lagarto,17,0,3,2301,105,14638
2025-03-17,Lagarto,19,1,1,2320,106,14639
2025-03-18,Lagarto,12,0,4,2332,106,14643
2025-03-19,Lagarto,10,0,5,2342,106,14648
2025-03-20,Lagarto,7,1,4,2349,107,14652
2025-03-21,Lagarto,7,0,7,2356,107,14659
2025-03-22,Lagarto,12,0,4,2368,107,14663
2025-03-23,Lagarto,12,0,5,2380,107,14668
2025-03-24,Lagarto,7,1,6,2387,108,14674
2025-03-25,Lagarto,4,1,7,2391,109,14681
2025-03-26,Lagarto,12,0,0,2403,109,14681
2025-03-27,Lagarto,7,1,4,2410,110,14685
2025-03-28,Lagarto,5,0,3,2415,110,14688
2025-03-29,Lagarto,9,0,5,2424,110,14693
2025-03-30,Lagarto,12,0,5,2436,110,14698
2025-03-31,Lagarto,15,0,9,2451,110,14707
2025-04-01,Lagarto,14,0,4,2465,110,14711
2025-04-02,Lagarto,6,1,7,2471,111,14718
2025-04-03,Lagarto,19,0,6,2490,111,14724
2025-04-04,Lagarto,20,0,0,2510,111,14724
2025-04-05,Lagarto,10,1,1,2520,112,14725
2025-04-06,Lagarto,7,1,1,2527,113,14726
2025-04-07,Lagarto,12,1,7,2539,114,14733
2025-04-08,Lagarto,8,1,3,2547,115,14736
2025-04-09,Lagarto,10,0,4,2557,115,14740
2025-04-10,Lagarto,5,0,2,2562,115,14742
2025-04-11,Lagarto,4,0,0,2566,115,14742
2025-04-12,Lagarto,16,0,6,2582,115,14748
2025-04-13,Lagarto,0,1,9,2582,116,14757
2025-04-14,Lagarto,16,0,6,2598,116,14763
2025-04-15,Lagarto,10,0,5,2608,116,14768
2025-04-16,Lagarto,10,0,0,2618,116,14768
2025-04-17,Lagarto,10,0,2,2628,116,14770
2025-04-18,Lagarto,9,1,3,2637,117,14773
2025-04-19,Lagarto,20,0,4,2657,117,14777
2025-04-20,Lagarto,11,0,8,2668,117,14785
2025-04-21,Lagarto,9,1,6,2677,118,14791
2025-04-22,Lagarto,9,0,10,2686,118,14801
2025-04-23,Lagarto,14,1,1,2700,119,14802
2025-04-24,Lagarto,7,1,9,2707,120,14811
2025-04-25,Lagarto,7,0,5,2714,120,14816
2025-04-26,Lagarto,4,1,5,2718,121,14821
2025-04-27,Lagarto,9,1,4,2727,122,14825
2025-04-28,Lagarto,1,1,0,2728,123,14825
2025-04-29,Lagarto,15,1,8,2743,124,14833
2025-04-30,Lagarto,4,0,2,2747,124,14835
2025-05-01,Lagarto,13,0,3,2760,124,14838
2025-05-02,Lagarto,14,0,7,2774,124,14845
2025-05-03,Lagarto,3,1,8,2777,125,14853
2025-05-04,Lagarto,17,1,3,2794,126,14856
2025-05-05,Lagarto,5,0,0,2799,126,14856
2025-05-06,Lagarto,10,0,5,2809,126,14861
2025-05-07,Lagarto,5,0,0,2814,126,14861
2025-05-08,Lagarto,11,1,4,2825,127,14865
2025-05-09,Lagarto,8,1,10,2833,128,14875
2025-05-10,Lagarto,17,0,4,2850,128,14879
2025-05-11,Lagarto,17,0,5,2867,128,14884
2025-05-12,Lagarto,0,1,6,2867,129,14890
2025-05-13,Lagarto,2,1,0,2869,130,14890
2025-05-14,Lagarto,8,1,7,2877,131,14897
2025-05-15,Lagarto,9,1,4,2886,132,14901
2025-05-16,Lagarto,11,1,4,2897,133,14905
2025-05-17,Lagarto,19,0,5,2916,133,14910
2025-05-18,Lagarto,5,0,2,2921,133,14912
2025-05-19,Lagarto,20,1,2,2941,134,14914
2025-05-20,Lagarto,20,0,3,2961,134,14917
2025-05-21,Lagarto,10,1,4,2971,135,14921
2025-05-22,Lagarto,2,1,8,2973,136,14929
2025-05-23,Lagarto,5,0,1,2978,136,14930
2025-05-24,Lagarto,7,0,8,2985,136,14938
2025-05-25,Lagarto,6,1,3,2991,137,14941
2025-05-26,Lagarto,7,1,5,2998,138,14946
2025-05-27,Lagarto,12,1,10,3010,139,14956
2025-05-28,Lagarto,3,0,7,3013,139,14963
2025-05-29,Lagarto,9,0,3,3022,139,14966
2025-05-30,Lagarto,10,0,8,3032,139,14974
2025-05-31,Lagarto,6,1,3,3038,140,14977
2025-06-01,Lagarto,14,1,0,3052,141,14977
2025-06-02,Lagarto,2,1,5,3054,142,14982
2025-06-03,Lagarto,2,0,9,3056,142,14991
2025-06-04,Lagarto,1,0,8,3057,142,14999
2025-06-05,Lagarto,22,1,4,3079,143,15003
2025-06-06,Lagarto,0,1,1,3079,144,15004
2025-06-07,Lagarto,4,1,8,3083,145,15012
2025-06-08,Lagarto,12,0,2,3095,145,15014
2025-06-09,Lagarto,1,1,1,3096,146,15015
2025-06-10,Lagarto,3,1,3,3099,147,15018
2025-06-11,Lagarto,0,0,3,3099,147,15021
2025-06-12,Lagarto,12,0,7,3111,147,15028
2025-06-13,Lagarto,16,1,5,3127,148,15033
2025-06-14,Lagarto,14,1,5,3141,149,15038
2025-06-15,Lagarto,12,2,5,3153,151,15043
2025-06-16,Lagarto,10,1,2,3163,152,15045
2025-06-17,Lagarto,15,1,1,3178,153,15046
2025-06-18,Lagarto,1,1,10,3179,154,15056
2025-06-19,Lagarto,8,0,2,3187,154,15058
2025-06-20,Lagarto,5,1,7,3192,155,15065
2025-06-21,Lagarto,12,1,7,3204,156,15072
2025-06-22,Lagarto,5,1,4,3209,157,15076
2025-06-23,Lagarto,9,0,0,3218,157,15076
2025-06-24,Lagarto,3,1,6,3221,158,15082
2025-06-25,Lagarto,15,1,3,3236,159,15085
2025-06-26,Lagarto,13,1,4,3249,160,15089
2025-06-27,Lagarto,0,0,8,3249,160,15097
2025-06-28,Lagarto,13,1,5,3262,161,15102
2025-06-29,Lagarto,9,0,4,3271,161,15106
2025-06-30,Lagarto,6,1,6,3277,162,15112
2025-07-01,Lagarto,12,0,4,3289,162,15116
2025-07-02,Lagarto,15,0,5,3304,162,15121
2025-07-03,Lagarto,4,1,2,3308,163,15123
2025-07-04,Lagarto,3,0,6,3311,163,15129
2025-07-05,Lagarto,12,0,2,3323,163,15131
2025-07-06,Lagarto,5,0,3,3328,163,15134
2025-07-07,Lagarto,7,0,5,3335,163,15139
2025-07-08,Lagarto,3,0,4,3338,163,15143
2025-07-09,Lagarto,8,1,4,3346,164,15147
2025-07-10,Lagarto,9,1,4,3355,165,15151
2025-07-11,Lagarto,9,0,0,3364,165,15151
2025-07-12,Lagarto,6,0,8,3370,165,15159
2025-07-13,Lagarto,6,1,5,3376,166,15164
2025-07-14,Lagarto,9,2,2,3385,168,15166
2025-07-15,Lagarto,9,1,5,3394,169,15171
2025-07-16,Lagarto,16,0,0,3410,169,15171
2025-07-17,Lagarto,16,1,4,3426,170,15175
2025-07-18,Lagarto,14,1,6,3440,171,15181
2025-07-19,Lagarto,1,0,3,3441,171,15184
2025-07-20,Lagarto,14,0,4,3455,171,15188
2025-07-21,Lagarto,9,0,0,3464,171,15188
2025-07-22,Lagarto,15,1,0,3479,172,15188
2025-07-23,Lagarto,1,1,3,3480,173,15191
2025-07-24,Lagarto,11,0,0,3491,173,15191
2025-07-25,Lagarto,11,1,3,3502,174,15194
2025-07-26,Lagarto,8,1,8,3510,175,15202
2025-07-27,Lagarto,9,0,1,3519,175,15203
2025-07-28,Lagarto,11,0,6,3530,175,15209
2025-07-29,Lagarto,10,0,8,3540,175,15217
2025-07-30,Lagarto,10,1,0,3550,176,15217
2025-07-31,Lagarto,16,1,3,3566,177,15220
2024-08-01,Itabaiana,0,0,2,0,0,17130
2024-08-02,Itabaiana,4,0,1,4,0,17131
2024-08-03,Itabaiana,11,0,3,15,0,17134
2024-08-04,Itabaiana,14,0,6,29,0,17140
2024-08-05,Itabaiana,4,0,4,33,0,17144
2024-08-06,Itabaiana,16,1,3,49,1,17147
2024-08-07,Itabaiana,5,0,1,54,1,17148
2024-08-08,Itabaiana,4,0,0,58,1,17148
2024-08-09,Itabaiana,17,1,0,75,2,17148
2024-08-10,Itabaiana,12,1,3,87,3,17151
2024-08-11,Itabaiana,11,0,2,98,3,17153
2024-08-12,Itabaiana,13,0,8,111,3,17161
2024-08-13,Itabaiana,13,1,2,124,4,17163
2024-08-14,Itabaiana,13,0,7,137,4,17170
2024-08-15,Itabaiana,11,2,10,148,6,17180
2024-08-16,Itabaiana,14,1,3,162,7,17183
2024-08-17,Itabaiana,15,1,2,177,8,17185
2024-08-18,Itabaiana,14,0,3,191,8,17188
2024-08-19,Itabaiana,17,0,4,208,8,17192
2024-08-20,Itabaiana,13,0,5,221,8,17197
2024-08-21,Itabaiana,11,0,8,232,8,17205
2024-08-22,Itabaiana,14,1,5,246,9,17210
2024-08-23,Itabaiana,12,1,2,258,10,17212
2024-08-24,Itabaiana,13,1,3,271,11,17215
2024-08-25,Itabaiana,11,1,0,282,12,17215
2024-08-26,Itabaiana,6,1,7,288,13,17222
2024-08-27,Itabaiana,12,1,1,300,14,17223
2024-08-28,Itabaiana,9,0,11,309,14,17234
2024-08-29,Itabaiana,14,1,1,323,15,17235
2024-08-30,Itabaiana,20,1,7,343,16,17242
2024-08-31,Itabaiana,9,0,11,352,16,17253
2024-09-01,Itabaiana,4,1,8,356,17,17261
2024-09-02,Itabaiana,13,1,6,369,18,17267
2024-09-03,Itabaiana,4,0,8,373,18,17275
2024-09-04,Itabaiana,15,1,7,388,19,17282
2024-09-05,Itabaiana,12,0,5,400,19,17287
2024-09-06,Itabaiana,8,1,4,408,20,17291
2024-09-07,Itabaiana,7,1,3,415,21,17294
2024-09-08,Itabaiana,14,1,8,429,22,17302
2024-09-09,Itabaiana,13,0,7,442,22,17309
2024-09-10,Itabaiana,7,0,3,449,22,17312
2024-09-11,Itabaiana,14,1,6,463,23,17318
2024-09-12,Itabaiana,9,1,4,472,24,17322
2024-09-13,Itabaiana,15,1,7,487,25,17329
2024-09-14,Itabaiana,0,1,6,487,26,17335
2024-09-15,Itabaiana,22,0,5,509,26,17340
2024-09-16,Itabaiana,18,0,8,527,26,17348
2024-09-17,Itabaiana,7,1,1,534,27,17349
2024-09-18,Itabaiana,5,1,4,539,28,17353
2024-09-19,Itabaiana,11,1,6,550,29,17359
2024-09-20,Itabaiana,16,0,5,566,29,17364
2024-09-21,Itabaiana,9,0,4,575,29,17368
2024-09-22,Itabaiana,13,0,6,588,29,17374
2024-09-23,Itabaiana,9,1,0,597,30,17374
2024-09-24,Itabaiana,5,0,0,602,30,17374
2024-09-25,Itabaiana,11,0,11,613,30,17385
2024-09-26,Itabaiana,10,0,9,623,30,17394
2024-09-27,Itabaiana,10,1,11,633,31,17405
2024-09-28,Itabaiana,13,0,2,646,31,17407
2024-09-29,Itabaiana,0,1,5,646,32,17412
2024-09-30,Itabaiana,8,0,7,654,32,17419
2024-10-01,Itabaiana,21,1,4,675,33,17423
2024-10-02,Itabaiana,11,1,1,686,34,17424
2024-10-03,Itabaiana,3,1,4,689,35,17428
2024-10-04,Itabaiana,8,1,6,697,36,17434
2024-10-05,Itabaiana,17,0,5,714,36,17439
2024-10-06,Itabaiana,5,0,7,719,36,17446
2024-10-07,Itabaiana,11,1,8,730,37,17454
2024-10-08,Itabaiana,15,0,7,745,37,17461
2024-10-09,Itabaiana,9,0,9,754,37,17470
2024-10-10,Itabaiana,17,1,6,771,38,17476
2024-10-11,Itabaiana,9,0,6,780,38,17482
2024-10-12,Itabaiana,0,0,1,780,38,17483
2024-10-13,Itabaiana,15,0,4,795,38,17487
2024-10-14,Itabaiana,8,0,4,803,38,17491
2024-10-15,Itabaiana,0,0,4,803,38,17495
2024-10-16,Itabaiana,8,0,3,811,38,17498
2024-10-17,Itabaiana,1,1,4,812,39,17502
2024-10-18,Itabaiana,14,1,4,826,40,17506
2024-10-19,Itabaiana,10,1,5,836,41,17511
2024-10-20,Itabaiana,6,0,2,842,41,17513
2024-10-21,Itabaiana,11,1,5,853,42,17518
2024-10-22,Itabaiana,15,2,5,868,44,17523
2024-10-23,Itabaiana,9,0,6,877,44,17529
2024-10-24,Itabaiana,8,0,10,885,44,17539
2024-10-25,Itabaiana,11,1,2,896,45,17541
2024-10-26,Itabaiana,19,0,4,915,45,17545
2024-10-27,Itabaiana,13,1,6,928,46,17551
2024-10-28,Itabaiana,6,0,3,934,46,17554
2024-10-29,Itabaiana,10,1,0,944,47,17554
2024-10-30,Itabaiana,5,0,4,949,47,17558
2024-10-31,Itabaiana,22,1,8,971,48,17566
2024-11-01,Itabaiana,5,1,5,976,49,17571
2024-11-02,Itabaiana,13,1,2,989,50,17573
2024-11-03,Itabaiana,0,0,4,989,50,17577
2024-11-04,Itabaiana,17,1,7,1006,51,17584
2024-11-05,Itabaiana,13,1,1,1019,52,17585
2024-11-06,Itabaiana,8,1,8,1027,53,17593
2024-11-07,Itabaiana,15,0,4,1042,53,17597
2024-11-08,Itabaiana,11,0,6,1053,53,17603
2024-11-09,Itabaiana,7,1,1,1060,54,17604
2024-11-10,Itabaiana,9,0,1,1069,54,17605
2024-11-11,Itabaiana,12,1,1,1081,55,17606
2024-11-12,Itabaiana,11,1,10,1092,56,17616
2024-11-13,Itabaiana,11,0,0,1103,56,17616
2024-11-14,Itabaiana,18,0,3,1121,56,17619
2024-11-15,Itabaiana,15,1,6,1136,57,17625
2024-11-16,Itabaiana,13,2,1,1149,59,17626
2024-11-17,Itabaiana,6,0,1,1155,59,17627
2024-11-18,Itabaiana,8,1,1,1163,60,17628
2024-11-19,Itabaiana,10,0,5,1173,60,17633
2024-11-20,Itabaiana,6,1,7,1179,61,17640
2024-11-21,Itabaiana,14,0,7,1193,61,17647
2024-11-22,Itabaiana,10,0,5,1203,61,17652
2024-11-23,Itabaiana,6,1,5,1209,62,17657
2024-11-24,Itabaiana,5,0,6,1214,62,17663
2024-11-25,Itabaiana,11,0,3,1225,62,17666
2024-11-26,Itabaiana,2,1,5,1227,63,17671
2024-11-27,Itabaiana,0,0,9,1227,63,17680
2024-11-28,Itabaiana,9,0,7,1236,63,17687
2024-11-29,Itabaiana,11,2,9,1247,65,17696
2024-11-30,Itabaiana,6,1,11,1253,66,17707
2024-12-01,Itabaiana,2,1,4,1255,67,17711
2024-12-02,Itabaiana,9,1,0,1264,68,17711
2024-12-03,Itabaiana,11,0,6,1275,68,17717
2024-12-04,Itabaiana,14,1,6,1289,69,17723
2024-12-05,Itabaiana,11,1,5,1300,70,17728
2024-12-06,Itabaiana,7,0,6,1307,70,17734
2024-12-07,Itabaiana,14,0,8,1321,70,17742
2024-12-08,Itabaiana,11,0,5,1332,70,17747
2024-12-09,Itabaiana,12,1,5,1344,71,17752
2024-12-10,Itabaiana,7,1,7,1351,72,17759
2024-12-11,Itabaiana,12,0,0,1363,72,17759
2024-12-12,Itabaiana,13,0,6,1376,72,17765
2024-12-13,Itabaiana,2,1,3,1378,73,17768
2024-12-14,Itabaiana,6,0,3,1384,73,17771
2024-12-15,Itabaiana,19,0,3,1403,73,17774
2024-12-16,Itabaiana,14,1,2,1417,74,17776
2024-12-17,Itabaiana,7,0,4,1424,74,17780
2024-12-18,Itabaiana,12,0,2,1436,74,17782
2024-12-19,Itabaiana,10,1,1,1446,75,17783
2024-12-20,Itabaiana,9,1,12,1455,76,17795
2024-12-21,Itabaiana,0,1,7,1455,77,17802
2024-12-22,Itabaiana,12,1,4,1467,78,17806
2024-12-23,Itabaiana,17,0,5,1484,78,17811
2024-12-24,Itabaiana,9,0,6,1493,78,17817
2024-12-25,Itabaiana,5,1,2,1498,79,17819
2024-12-26,Itabaiana,18,1,0,1516,80,17819
2024-12-27,Itabaiana,7,0,5,1523,80,17824
2024-12-28,Itabaiana,5,0,4,1528,80,17828
2024-12-29,Itabaiana,13,1,3,1541,81,17831
2024-12-30,Itabaiana,13,0,6,1554,81,17837
2024-12-31,Itabaiana,7,0,5,1561,81,17842
2025-01-01,Itabaiana,13,1,5,1574,82,17847
2025-01-02,Itabaiana,11,1,1,1585,83,17848
2025-01-03,Itabaiana,7,2,5,1592,85,17853
2025-01-04,Itabaiana,12,0,2,1604,85,17855
2025-01-05,Itabaiana,11,0,5,1615,85,17860
2025-01-06,Itabaiana,11,0,9,1626,85,17869
2025-01-07,Itabaiana,16,0,8,1642,85,17877
2025-01-08,Itabaiana,6,0,2,1648,85,17879
2025-01-09,Itabaiana,9,1,2,1657,86,17881
2025-01-10,Itabaiana,1,0,8,1658,86,17889
2025-01-11,Itabaiana,10,1,3,1668,87,17892
2025-01-12,Itabaiana,17,1,6,1685,88,17898
2025-01-13,Itabaiana,11,0,5,1696,88,17903
2025-01-14,Itabaiana,12,0,7,1708,88,17910
2025-01-15,Itabaiana,3,0,8,1711,88,17918
2025-01-16,Itabaiana,6,1,0,1717,89,17918
2025-01-17,Itabaiana,0,0,5,1717,89,17923
2025-01-18,Itabaiana,4,1,9,1721,90,17932
2025-01-19,Itabaiana,5,0,4,1726,90,17936
2025-01-20,Itabaiana,15,0,0,1741,90,17936
2025-01-21,Itabaiana,7,1,5,1748,91,17941
2025-01-22,Itabaiana,11,0,4,1759,91,17945
2025-01-23,Itabaiana,11,1,4,1770,92,17949
2025-01-24,Itabaiana,8,0,1,1778,92,17950
2025-01-25,Itabaiana,15,0,4,1793,92,17954
2025-01-26,Itabaiana,8,1,0,1801,93,17954
2025-01-27,Itabaiana,9,1,0,1810,94,17954
2025-01-28,Itabaiana,6,2,4,1816,96,17958
2025-01-29,Itabaiana,9,0,7,1825,96,17965
2025-01-30,Itabaiana,12,0,7,1837,96,17972
2025-01-31,Itabaiana,20,1,9,1857,97,17981
2025-02-01,Itabaiana,13,0,8,1870,97,17989
2025-02-02,Itabaiana,19,0,9,1889,97,17998
2025-02-03,Itabaiana,10,1,4,1899,98,18002
2025-02-04,Itabaiana,2,1,3,1901,99,18005
2025-02-05,Itabaiana,10,0,2,1911,99,18007
2025-02-06,Itabaiana,2,1,5,1913,100,18012
2025-02-07,Itabaiana,11,1,4,1924,101,18016
2025-02-08,Itabaiana,9,1,7,1933,102,18023
2025-02-09,Itabaiana,4,0,9,1937,102,18032
2025-02-10,Itabaiana,10,0,3,1947,102,18035
2025-02-11,Itabaiana,8,1,6,1955,103,18041
2025-02-12,Itabaiana,3,0,2,1958,103,18043
2025-02-13,Itabaiana,8,1,7,1966,104,18050
2025-02-14,Itabaiana,17,0,5,1983,104,18055
2025-02-15,Itabaiana,19,1,7,2002,105,18062
2025-02-16,Itabaiana,17,0,4,2019,105,18066
2025-02-17,Itabaiana,8,0,5,2027,105,18071
2025-02-18,Itabaiana,25,0,4,2052,105,18075
2025-02-19,Itabaiana,12,0,3,2064,105,18078
2025-02-20,Itabaiana,13,0,0,2077,105,18078
2025-02-21,Itabaiana,7,1,2,2084,106,18080
2025-02-22,Itabaiana,8,1,10,2092,107,18090
2025-02-23,Itabaiana,15,0,2,2107,107,18092
2025-02-24,Itabaiana,12,0,2,2119,107,18094
2025-02-25,Itabaiana,13,1,5,2132,108,18099
2025-02-26,Itabaiana,13,1,8,2145,109,18107
2025-02-27,Itabaiana,7,0,7,2152,109,18114
2025-02-28,Itabaiana,5,0,8,2157,109,18122
2025-03-01,Itabaiana,9,1,4,2166,110,18126
2025-03-02,Itabaiana,10,0,5,2176,110,18131
2025-03-03,Itabaiana,0,0,5,2176,110,18136
2025-03-04,Itabaiana,3,0,8,2179,110,18144
2025-03-05,Itabaiana,8,0,2,2187,110,18146
2025-03-06,Itabaiana,8,1,3,2195,111,18149
2025-03-07,Itabaiana,14,0,5,2209,111,18154
2025-03-08,Itabaiana,11,0,8,2220,111,18162
2025-03-09,Itabaiana,4,0,3,2224,111,18165
2025-03-10,Itabaiana,12,1,4,2236,112,18169
2025-03-11,Itabaiana,16,1,2,2252,113,18171
2025-03-12,Itabaiana,13,1,6,2265,114,18177
2025-03-13,Itabaiana,14,2,4,2279,116,18181
2025-03-14,Itabaiana,5,1,5,2284,117,18186
2025-03-15,Itabaiana,10,1,3,2294,118,18189
2025-03-16,Itabaiana,11,1,3,2305,119,18192
2025-03-17,Itabaiana,9,1,7,2314,120,18199
2025-03-18,Itabaiana,4,1,2,2318,121,18201
2025-03-19,Itabaiana,11,1,6,2329,122,18207
2025-03-20,Itabaiana,4,1,0,2333,123,18207
2025-03-21,Itabaiana,0,0,4,2333,123,18211
2025-03-22,Itabaiana,6,1,4,2339,124,18215
2025-03-23,Itabaiana,4,0,1,2343,124,18216
2025-03-24,Itabaiana,11,0,5,2354,124,18221
2025-03-25,Itabaiana,4,0,3,2358,124,18224
2025-03-26,Itabaiana,7,1,10,2365,125,18234
2025-03-27,Itabaiana,9,0,0,2374,125,18234
2025-03-28,Itabaiana,8,0,5,2382,125,18239
2025-03-29,Itabaiana,15,0,1,2397,125,18240
2025-03-30,Itabaiana,7,0,1,2404,125,18241
2025-03-31,Itabaiana,3,0,5,2407,125,18246
